"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","385","test_weather_api_returns_correct_city_name[London]","tests","Fri Mar 07 14:30:10 GMT 2025","passed","Fri Mar 07 14:30:10 GMT 2025","","test_api","",""
"","9141","test_map_is_movable[chromium]","tests","Fri Mar 07 14:32:20 GMT 2025","passed","Fri Mar 07 14:32:29 GMT 2025","","test_map","",""
"","12294","test_units_toggle_button[chromium]","tests","Fri Mar 07 14:32:29 GMT 2025","passed","Fri Mar 07 14:32:42 GMT 2025","","test_switch_units","",""
"","123","test_get_weather_by_city_name_without_api_key","tests","Fri Mar 07 14:30:11 GMT 2025","passed","Fri Mar 07 14:30:11 GMT 2025","","test_api","",""
"","6366","test_search_city_field_is_available[chromium]","tests","Fri Mar 07 14:31:40 GMT 2025","passed","Fri Mar 07 14:31:47 GMT 2025","","test_find_location","",""
"","55016","test_each_day_of_eight_day_forecast[chromium]","tests","Fri Mar 07 14:30:45 GMT 2025","passed","Fri Mar 07 14:31:40 GMT 2025","","test_eight_day_forecast","",""
"","15366","test_ci_different_weather_send_button_is_clickable[chromium]","tests","Fri Mar 07 14:30:29 GMT 2025","passed","Fri Mar 07 14:30:44 GMT 2025","","test_different_weather","",""
"","11302","test_get_location[chromium]","tests","Fri Mar 07 14:32:08 GMT 2025","failed","Fri Mar 07 14:32:19 GMT 2025","","test_geolocation","",""
"","136","test_get_weather_by_zip_code_without_api_key","tests","Fri Mar 07 14:30:11 GMT 2025","passed","Fri Mar 07 14:30:11 GMT 2025","","test_api","",""
"","12253","test_units_convertion[chromium]","tests","Fri Mar 07 14:32:42 GMT 2025","passed","Fri Mar 07 14:32:54 GMT 2025","","test_switch_units","",""
"","260","test_weather_api_returns_correct_city_by_id[Dubrovnik]","tests","Fri Mar 07 14:30:12 GMT 2025","passed","Fri Mar 07 14:30:12 GMT 2025","","test_api","",""
"","9115","test_different_weather_pop_up[chromium]","tests","Fri Mar 07 14:30:20 GMT 2025","passed","Fri Mar 07 14:30:29 GMT 2025","","test_different_weather","",""
"","136","test_weather_api_returns_correct_city_name[Dubrovnik]","tests","Fri Mar 07 14:30:11 GMT 2025","passed","Fri Mar 07 14:30:11 GMT 2025","","test_api","",""
"","281","test_weather_api_returns_correct_city_by_id[Podgorica]","tests","Fri Mar 07 14:30:11 GMT 2025","passed","Fri Mar 07 14:30:12 GMT 2025","","test_api","",""
"","20134","test_right_location_is_displayed_after_searching[chromium]","tests","Fri Mar 07 14:31:47 GMT 2025","failed","Fri Mar 07 14:32:07 GMT 2025","","test_find_location","",""
"","275","test_weather_api_returns_correct_city_by_id[London]","tests","Fri Mar 07 14:30:11 GMT 2025","passed","Fri Mar 07 14:30:11 GMT 2025","","test_api","",""
"","125","test_weather_api_returns_correct_city_name[Berlin]","tests","Fri Mar 07 14:30:11 GMT 2025","passed","Fri Mar 07 14:30:11 GMT 2025","","test_api","",""
"","6363","test_date_and_time[chromium]","tests","Fri Mar 07 14:30:13 GMT 2025","passed","Fri Mar 07 14:30:19 GMT 2025","","test_date_and_time","",""
"","278","test_weather_api_returns_correct_city_by_id[Berlin]","tests","Fri Mar 07 14:30:12 GMT 2025","passed","Fri Mar 07 14:30:12 GMT 2025","","test_api","",""
"","138","test_weather_api_returns_correct_city_name[Podgorica]","tests","Fri Mar 07 14:30:10 GMT 2025","passed","Fri Mar 07 14:30:11 GMT 2025","","test_api","",""
